日期,开盘,收盘,最高,最低,成交量,ma5,ma10,ma20,price_change,price_change_pct,turnover_rate,name
2025-02-06,16.528676985638178,16.449287878402814,16.666965412184247,16.368546939232896,8496582,16.449287878402814,16.449287878402814,16.449287878402814,0.0,0.0,0.08956712849844696,未知
2025-02-07,16.680274047449103,16.77522572947329,16.817397689141053,16.6212179070038,8984766,16.449287878402814,16.449287878402814,16.449287878402814,0.3259378510704778,0.0198147089089747,0.09353780085806332,未知
2025-02-10,15.764876263837508,15.703506426777832,15.838360063582437,15.666024017712626,6175892,16.449287878402814,16.449287878402814,16.449287878402814,-1.0717193026954597,-0.0638870272137381,0.09187544387022907,未知
2025-02-11,15.58030899402142,15.44782997559779,15.615402719342562,15.44543910985021,6805569,16.449287878402814,16.449287878402814,16.449287878402814,-0.255676451180042,-0.01628148798309523,0.11290202825940295,未知
2025-02-12,15.448575431678082,15.4434435103181,15.555608609376533,15.34726445025223,4468232,15.963858704113967,16.449287878402814,16.449287878402814,-0.0043864652796905546,-0.00028395349292552075,0.0474247145999007,未知
2025-02-13,15.30308697864645,15.183745214207223,15.340188323333745,15.077099749930408,3840836,15.710750171274848,16.449287878402814,16.449287878402814,-0.25969829611087647,-0.016816087418415875,0.043789705971431676,未知
2025-02-14,15.487960660628117,15.61772734240534,15.689351329680138,15.340305679904526,12753073,15.479250493861258,16.449287878402814,16.449287878402814,0.4339821281981173,0.028582021238873673,0.1682004895973483,未知
2025-02-17,15.885365228401081,15.740090071765463,16.022348600212823,15.67838885090424,8209367,15.486567222858783,16.449287878402814,16.449287878402814,0.12236272936012327,0.007834861415968206,0.15029296552161162,未知
2025-02-18,15.491898336729419,15.446611928248487,15.584883014829234,15.351034981643599,8467763,15.486323613388924,16.449287878402814,16.449287878402814,-0.29347814351697643,-0.018645264555595956,0.13572833632855713,未知
2025-02-19,16.108863044008377,15.963779798225332,16.204129379233493,15.90251665262597,8561967,15.59039087097037,15.777124787542167,16.449287878402814,0.5171678699768449,0.03348099067803067,0.10637692504699538,未知
2025-02-20,15.945856903376493,15.791490624130446,16.097622267360254,15.78721770768901,5367018,15.711939952955014,15.71134506211493,16.449287878402814,-0.1722891740948853,-0.010792505050341425,0.08510595147356265,未知
2025-02-21,15.404852049022105,15.310801750091809,15.417980473791067,15.289230508719962,9950446,15.650554834492308,15.564902664176783,16.449287878402814,-0.4806888740386377,-0.03043974033104343,0.19027994010977392,未知
2025-02-24,15.332045492574895,15.393649415237324,15.547517964709902,15.218585263332587,4922077,15.58126670318668,15.533916963022731,16.449287878402814,0.08284766514551478,0.005411059884242704,0.06379137955864599,未知
2025-02-25,14.859767170817673,14.815228365401566,14.950705605212613,14.780370123487014,8733109,15.454989990617296,15.470656802003111,16.449287878402814,-0.5784210498357574,-0.03757530357052372,0.13496677798832993,未知
2025-02-26,14.847307182476996,14.88207846370463,15.002163446639933,14.772511565495794,7870792,15.238649723713156,15.414520297341763,16.449287878402814,0.06685009830306399,0.00451225567735297,0.10767221707706819,未知
2025-02-27,15.17321900342208,15.187704205471215,15.309592247042117,15.06819219560537,10220811,15.11789243998131,15.414916196468162,16.449287878402814,0.3056257417665851,0.02053649579337757,0.19461157348625518,未知
2025-02-28,14.792988866606741,14.9368730713851,15.030447094474809,14.780633169460916,4796988,15.043106704239968,15.346830769366138,16.449287878402814,-0.25083113408611446,-0.016515408167862206,0.08276259096074212,未知
2025-03-03,15.145182903102803,15.11593381227894,15.17863878376043,15.069648263810151,8741636,14.98756358364829,15.284415143417487,16.449287878402814,0.1790607408938385,0.011987833065065614,0.14299431692880576,未知
2025-03-04,15.363504607533631,15.234603937042998,15.412503966033048,15.200487903327693,1341237,15.071438697976578,15.263214344296935,16.449287878402814,0.11867012476405847,0.00785066448674581,0.015621547858594598,未知
2025-03-05,15.26623612426523,15.169977212031188,15.345106748883879,15.10058524827342,9232773,15.129018447641887,15.183834085677523,15.480479436609846,-0.06462672501180933,-0.004242100764737913,0.11040083274786648,未知
2025-03-06,15.679372682791032,15.741322443562733,15.765648598491033,15.676106339097094,10778981,15.239742095260192,15.178817267620751,15.445081164867842,0.571345231531545,0.03766289319659727,0.20709528189997875,未知
2025-03-07,16.280324393144202,16.208491605927094,16.37953314362016,16.178886167422444,2905556,15.494065802168592,15.268586253204276,15.416744458690532,0.46716916236436035,0.029677885326299558,0.03622287054781705,未知
2025-03-10,16.2781479353805,16.34491436723503,16.46339144706314,16.193234929214302,2696386,15.73986191315981,15.363712748404051,15.448814855713392,0.13642276130793718,0.008416746272555698,0.03814535407340658,未知
2025-03-11,16.58929289191744,16.74416401201323,16.789696842415832,16.48440894447199,4981688,16.041773928153855,15.556606313065217,15.513631557534165,0.39924964477819813,0.024426536340779664,0.07793153499439882,未知
2025-03-12,16.90173253451491,17.033004068025903,17.196615769211675,16.867238680867505,1461510,16.4143792993528,15.771698873497343,15.593109585419555,0.28884005601267404,0.017250192712245503,0.017395007957174,未知
2025-03-13,16.77106760910448,16.643955280740037,16.82841976250492,16.597220818473655,11098124,16.59490586678826,15.917323981024225,15.666120088746196,-0.38904878728586567,-0.022840879138647196,0.16953012929474218,未知
2025-03-14,17.047507916413196,16.967365134088624,17.17372078291939,16.88088053644543,8740394,16.746680572420566,16.12037318729458,15.73360197833036,0.3234098533485863,0.01943106959214364,0.09896971775071538,未知
