日期,开盘,收盘,最高,最低,成交量,ma5,ma10,ma20,price_change,price_change_pct,turnover_rate,name
2025-02-06,66.13851059377497,66.05444534417306,66.79845952835076,65.49265464185821,8851499,66.05444534417306,66.05444534417306,66.05444534417306,0.0,0.0,0.1563435081733924,未知
2025-02-07,64.61377571839176,64.41210623381325,65.00956237747967,63.94473595144676,3675632,66.05444534417306,66.05444534417306,66.05444534417306,-1.6423391103598135,-0.02486341535081395,0.037914231819000235,未知
2025-02-10,64.58905880978827,64.55394381598941,64.84728364736522,64.27257188289184,1073994,66.05444534417306,66.05444534417306,66.05444534417306,0.1418375821761657,0.0022020329790381522,0.015406278219687835,未知
2025-02-11,65.64348525294382,65.24554218752351,66.29074074543891,64.91016257050904,3656744,66.05444534417306,66.05444534417306,66.05444534417306,0.6915983715340985,0.01071349526692738,0.04410904501852644,未知
2025-02-12,63.99047289839834,64.35169699673052,64.67969724837725,63.73194761449906,2879854,64.92354691564596,66.05444534417306,66.05444534417306,-0.8938451907929874,-0.013699712820593462,0.029201971279025456,未知
2025-02-13,62.64681688192786,63.22445360273255,63.663004922729584,62.35731978042544,8676894,64.35754856735785,66.05444534417306,66.05444534417306,-1.127243393997972,-0.01751691791523762,0.0933416370631882,未知
2025-02-14,64.31716725900475,64.54459368818225,65.03534251272004,64.2478030815126,6536502,64.38404605823166,66.05444534417306,66.05444534417306,1.3201400854496939,0.020880213433630015,0.11014944916291904,未知
2025-02-17,64.43246022381011,64.76445560374437,65.04679201750658,63.83010957520035,9870007,64.42614841578265,66.05444534417306,66.05444534417306,0.2198619155621202,0.0034063567992120725,0.10094156122109929,未知
2025-02-18,65.71504293618925,65.36664990733514,66.27287022015676,64.95856825583819,9700306,64.45036995974498,66.05444534417306,66.05444534417306,0.6021943035907782,0.009298222272958661,0.10701706295271632,未知
2025-02-19,67.39532305444502,67.54764173700985,67.9703924396622,67.27918794201582,12961870,65.08955890780084,65.0065529117234,66.05444534417306,2.18099182967471,0.03336551334306593,0.18519159634474527,未知
2025-02-20,66.8316376703983,66.77336622930095,67.24508290626737,66.73480081931348,7973939,65.7993414331145,65.07844500023619,66.05444534417306,-0.7742755077089072,-0.011462657878175426,0.13077236613726048,未知
2025-02-21,69.80935977071248,70.14381209031288,70.35989345061569,69.80265253920686,4566018,66.91918511354064,65.65161558588615,66.05444534417306,3.3704458610119303,0.050475901565869216,0.06807689476617365,未知
2025-02-24,71.09771387416006,70.8629718163305,71.75758011291839,70.32139507670905,3539619,68.13888835605786,66.28251838592024,66.05444534417306,0.7191597260176223,0.01025264673513433,0.0542574484919133,未知
2025-02-25,66.52488674746517,67.0166373602589,67.40414549742404,66.22604982007566,10716722,68.46888584664262,66.45962790319379,66.05444534417306,-3.8463344560716024,-0.05427848081281299,0.14146426671138584,未知
2025-02-26,66.78710074959629,66.27048327278041,67.37850932570494,65.77146338752824,3731647,68.21345415379673,66.65150653079878,66.05444534417306,-0.7461540874784873,-0.0111338634236065,0.056104354276583314,未知
2025-02-27,67.81869112834671,67.98360596375447,68.40716072624308,67.56396952196178,11982612,68.45550210068743,67.12742176690097,66.05444534417306,1.7131226909740604,0.025850463228441544,0.1793215970263801,未知
2025-02-28,66.16571690215838,66.39921102380004,66.62091780356624,65.53561182748237,11777584,67.70658188738486,67.31288350046275,66.05444534417306,-1.5843949399544357,-0.023305544292533665,0.1455765045227709,未知
2025-03-03,68.24234808250195,68.56226336293017,68.72210415042659,67.89602587072554,8825417,67.2464401967048,67.69266427638134,66.05444534417306,2.1630523391301324,0.0325764765240179,0.09805070729324199,未知
2025-03-04,67.07742933523508,67.47374287766563,68.054929177134,66.764271551256,7762062,67.33786130018615,67.90337357341438,66.05444534417306,-1.0885204852645387,-0.015876379102342665,0.12961079628687325,未知
2025-03-05,66.30270773440317,66.33967643409895,66.474147179779,66.21606703343937,2129254,67.35169993244986,67.78257704312328,66.39456497742334,-1.134066443566681,-0.016807522381303473,0.024494946423875143,未知
