日期,开盘,收盘,最高,最低,成交量,ma5,ma10,ma20,price_change,price_change_pct,turnover_rate,name
2025-02-06,74.6021297883059,74.75121558931444,75.33790451638558,74.47219572814434,1410004,74.75121558931444,74.75121558931444,74.75121558931444,0.0,0.0,0.019006392494147283,上证股票36
2025-02-07,76.03462156586701,76.68289278406185,76.82209796368302,75.74287801105167,10517582,74.75121558931444,74.75121558931444,74.75121558931444,1.931677194747408,0.025841415146478742,0.12835240124317124,上证股票36
2025-02-10,75.31568261328377,75.72321860461922,75.83540020506355,74.5856798585587,8777906,74.75121558931444,74.75121558931444,74.75121558931444,-0.9596741794426293,-0.012514840593521438,0.17125459966671142,上证股票36
2025-02-11,74.03350526617768,74.47850649625214,74.94687833837453,74.019696714649,7404241,74.75121558931444,74.75121558931444,74.75121558931444,-1.2447121083670822,-0.01643765454379607,0.12817804146629008,上证股票36
2025-02-12,73.46618572131985,73.9660186141135,74.10208393754242,72.84124428634148,2429592,75.12037041767223,74.75121558931444,74.75121558931444,-0.5124878821386432,-0.006881017171906263,0.03743648724238463,上证股票36
2025-02-13,74.81769949301477,74.15455726883015,75.04878060624637,73.80442881918079,4668855,75.00103875357537,74.75121558931444,74.75121558931444,0.18853865471665188,0.00254899017480274,0.04734506726875158,上证股票36
2025-02-14,71.58221862741848,71.94099614717032,72.55516267417904,71.01368334841104,8302846,74.05265942619707,74.75121558931444,74.75121558931444,-2.213561121659822,-0.02985064172974656,0.08653120336026895,上证股票36
2025-02-17,72.92105312582477,72.33822061529543,72.98302115522294,72.0884752505843,3779708,73.3756598283323,74.75121558931444,74.75121558931444,0.3972244681251027,0.005521531385421702,0.05803293576631781,上证股票36
2025-02-18,71.82107460250108,71.43379936202474,72.24235217124928,71.06234281487842,9090084,72.76671840148683,74.75121558931444,74.75121558931444,-0.9044212532706837,-0.012502674873363555,0.09325270753255373,上证股票36
2025-02-19,68.93809602875783,69.42832771006225,69.84584577198547,68.61801369292306,5046879,71.85918022067658,73.48977531917441,74.75121558931444,-2.0054716519624947,-0.028074548321289947,0.0868106387432528,上证股票36
2025-02-20,67.53382701821555,67.01854782698227,67.92968507957242,66.56684289391616,6133435,70.43197833230701,72.7165085429412,74.75121558931444,-2.4097798830799775,-0.03470888558836378,0.0632602932192266,上证股票36
2025-02-21,66.04677987883126,66.61291137157122,66.95211772062783,65.62283814911983,6512477,69.36636137718719,71.70951040169211,74.75121558931444,-0.40563645541105586,-0.006052599893066364,0.0783992486440872,上证股票36
2025-02-24,64.72716645293205,64.51586116077729,64.90047057252688,64.37099590976143,7438769,67.80188948628356,70.58877465730792,74.75121558931444,-2.097050210793924,-0.031481137329315026,0.1124518813741018,上证股票36
2025-02-25,64.4339040470853,64.26402918627157,64.90636357144164,63.96835479690037,1209903,66.36793545113292,69.56732692630987,74.75121558931444,-0.2518319745057198,-0.0039034118118355396,0.013945284030926118,上证股票36
2025-02-26,63.28262372223511,63.51353786300726,63.707327664062895,63.190822612021385,3810879,65.18497748172192,68.52207885119924,74.75121558931444,-0.7504913232643133,-0.011678248823910303,0.0397231970952744,上证股票36
2025-02-27,66.22052434701091,66.28586202002172,66.81465785925927,66.06946197667709,9151323,65.03844032032983,67.73520932631841,74.75121558931444,2.7723241570144666,0.04364934233382038,0.13671243630725116,上证股票36
2025-02-28,64.19544249325861,63.82921614894863,64.78359000860985,63.24691162000441,4360348,64.48170127580529,66.92403132649625,74.75121558931444,-2.4566458710730927,-0.03706138528199362,0.0605625909217175,上证股票36
